C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_55_728.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_55_728.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_55_728.jpg, -0.9729228, 1, 0, 15.93407
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_55_834.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_55_834.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_55_834.jpg, -0.6519621, 1, 0, 17.11683
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_55_947.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_55_947.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_55_947.jpg, -0.3148224, 1, 0, 18.38894
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_049.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_049.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_049.jpg, -0.007031111, 1, 0, 19.26537
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_153.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_153.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_153.jpg, 0, 1, 0, 20.37405
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_258.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_258.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_258.jpg, 0, 1, 0, 21.55873
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_365.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_365.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_365.jpg, 0, 1, 0, 22.50896
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_472.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_472.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_472.jpg, 0, 1, 0, 23.51034
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_592.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_592.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_592.jpg, 0, 1, 0, 24.67126
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_694.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_694.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_694.jpg, 0, 1, 0, 25.63058
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_817.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_817.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_817.jpg, 0, 1, 0, 26.77003
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_56_920.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_56_920.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_56_920.jpg, 0, 1, 0, 27.89582
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_044.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_044.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_044.jpg, -0.3733452, 0.9257323, 0, 28.91271
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_149.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_149.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_149.jpg, -0.6880769, 0.6110005, 0, 29.26026
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_253.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_253.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_253.jpg, -0.3759252, 0.2988487, 0, 29.43338
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_387.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_387.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_387.jpg, 0, 0, 0, 29.14869
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_496.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_496.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_496.jpg, 0, 0.0910539, 0, 28.84692
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_598.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_598.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_598.jpg, 0, 0.397803, 0, 28.90291
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_704.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_704.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_704.jpg, 0, 0.7175022, 0, 29.3068
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_814.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_814.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_814.jpg, 0, 1, 0, 30.08462
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_57_922.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_57_922.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_57_922.jpg, 0, 1, 0, 30.19059
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_028.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_028.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_028.jpg, 0, 1, 0, 30.19028
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_135.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_135.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_135.jpg, -0.0759594, 1, 0, 30.18858
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_246.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_246.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_246.jpg, -0.4085943, 1, 0, 30.15952
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_361.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_361.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_361.jpg, -0.4205013, 0.656536, 0, 30.08945
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_483.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_483.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_483.jpg, -0.05352603, 0.2895607, 0, 30.00309
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_598.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_598.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_598.jpg, 0, 0, 0, 29.76964
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_718.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_718.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_718.jpg, 0, 0, 0, 29.4103
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_835.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_835.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_835.jpg, 0, 0.3527988, 0, 29.33072
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_58_955.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_58_955.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_58_955.jpg, 0, 0.7121304, 0, 29.76133
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_072.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_072.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_072.jpg, 0, 1, 0, 30.18295
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_194.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_194.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_194.jpg, 0, 1, 0, 30.19024
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_314.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_314.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_314.jpg, 0, 1, 0, 30.1903
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_434.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_434.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_434.jpg, 0, 1, 0, 30.19029
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_553.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_553.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_553.jpg, 0, 1, 0, 30.19023
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_657.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_657.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_657.jpg, 0, 1, 0, 30.19032
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_776.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_776.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_776.jpg, -0.1707648, 1, 0, 30.18212
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_23_59_892.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_23_59_892.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_23_59_892.jpg, -0.5170032, 0.6537616, 0, 30.08207
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_002.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_002.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_002.jpg, -0.189873, 0.3266314, 0, 30.01236
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_131.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_131.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_131.jpg, 0, 0, 0, 29.7757
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_262.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_262.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_262.jpg, 0, 0.3903408, 0, 29.75813
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_389.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_389.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_389.jpg, 0, 0.773811, 0, 30.1067
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_522.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_522.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_522.jpg, 0, 1, 0, 30.19057
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_638.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_638.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_638.jpg, 0, 1, 0, 30.19037
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_741.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_741.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_741.jpg, 0, 1, 0, 30.1903
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_872.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_872.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_872.jpg, -0.1988391, 0.8011609, 0, 30.15788
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_00_971.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_00_971.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_00_971.jpg, -0.4995048, 0.5004952, 0, 30.04881
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_01_076.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_01_076.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_01_076.jpg, -0.5723697, 0.1887289, 0, 29.76703
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_01_181.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_01_181.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_01_181.jpg, -0.2579364, 0, 0, 29.45478
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_01_292.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_01_292.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_01_292.jpg, 0, 0, 0, 29.14073
C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\center_2024_07_18_13_24_01_409.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\left_2024_07_18_13_24_01_409.jpg, C:\Users\JaneBenneth\Downloads\simulator-windows-32\IMG\right_2024_07_18_13_24_01_409.jpg, 0, 0.1372416, 0, 28.82861
